timestamp,temperature,humidity,industrial_activity,tariff,demand
2015-09-09,16.47,51.3,0.53,0.19,154.2
2015-09-10,16.08,52.3,0.72,0.17,165.9
2015-09-11,,55.7,0.62,0.18,143.3
2015-09-12,15.28,56.8,0.58,0.19,157.9
2015-09-13,11.65,45.2,0.54,0.2,143.5
2015-09-14,15.83,54.0,0.81,0.19,161.5
2015-09-15,,47.6,,0.19,146.1
2015-09-16,12.27,49.1,0.55,0.19,135.4
2015-09-17,15.46,43.7,0.38,0.18,135.7
2015-09-18,14.95,54.8,0.66,0.19,158.1
2015-09-19,15.61,47.7,0.34,0.19,128.1
2015-09-20,15.64,46.9,0.68,0.21,151.5
2015-09-21,17.4,46.5,0.62,0.19,148.8
2015-09-22,13.99,50.0,0.77,0.2,150.1
2015-09-23,14.64,48.3,0.62,0.19,143.5
2015-09-24,16.79,48.7,0.71,0.19,158.4
2015-09-25,17.36,47.5,0.49,0.19,156.3
2015-09-26,14.09,46.4,0.49,0.18,
2015-09-27,13.77,41.8,0.7,0.19,141.7
2015-09-28,13.46,44.6,0.64,0.2,140.0
2015-09-29,15.8,59.7,0.54,0.19,150.5
2015-09-30,15.1,51.3,0.46,0.21,140.6
2015-10-01,15.06,53.0,0.41,0.19,146.3
2015-10-02,14.77,52.1,0.89,0.17,166.2
2015-10-03,13.85,44.2,0.52,0.18,138.9
2015-10-04,15.01,54.1,0.54,0.2,143.3
2015-10-05,16.69,46.0,0.7,0.18,154.0
2015-10-06,,38.2,0.76,0.19,150.0
2015-10-07,16.46,41.8,0.54,0.2,138.2
2015-10-08,14.95,51.9,0.79,0.2,152.8
2015-10-09,14.97,44.1,0.71,0.19,149.0
2015-10-10,16.08,49.6,0.39,0.2,139.7
2015-10-11,15.1,54.9,0.63,0.21,143.6
2015-10-12,16.18,49.3,0.66,0.18,146.5
2015-10-13,14.2,52.5,0.59,0.19,148.6
2015-10-14,14.23,,0.72,0.19,141.0
2015-10-15,15.78,42.1,0.59,0.2,144.3
2015-10-16,14.87,42.4,0.68,0.17,
2015-10-17,17.0,47.6,0.65,0.19,148.6
2015-10-18,12.76,38.1,0.46,0.19,139.1
2015-10-19,15.49,49.2,0.41,0.2,134.9
2015-10-20,14.1,44.8,0.53,0.19,136.5
2015-10-21,14.72,38.5,0.47,0.2,131.2
2015-10-22,17.18,45.5,0.88,0.2,160.8
2015-10-23,15.69,41.1,0.69,0.19,152.5
2015-10-24,12.28,44.2,0.62,0.2,
2015-10-25,15.68,41.1,,0.2,163.2
2015-10-26,12.5,49.1,0.54,0.2,127.5
2015-10-27,15.34,46.2,0.58,0.2,149.2
2015-10-28,18.21,41.6,0.37,0.21,131.2
2015-10-29,16.64,35.9,0.58,0.21,141.1
2015-10-30,18.57,46.2,0.52,0.21,144.2
2015-10-31,17.4,34.5,0.37,0.19,136.4
2015-11-01,,45.8,0.49,0.2,140.9
2015-11-02,14.37,38.7,0.75,0.2,145.3
2015-11-03,19.23,47.8,0.42,0.2,139.6
2015-11-04,17.83,46.8,0.51,0.17,152.7
2015-11-05,16.65,44.1,0.73,0.2,149.3
2015-11-06,16.11,44.7,0.72,0.18,158.9
2015-11-07,15.61,39.9,0.36,,125.6
2015-11-08,16.94,45.9,0.62,0.19,149.9
2015-11-09,15.62,43.2,0.6,0.21,148.9
2015-11-10,17.52,48.0,0.35,0.19,141.1
2015-11-11,17.02,46.7,0.7,0.21,140.5
2015-11-12,15.91,42.2,0.63,0.2,145.2
2015-11-13,17.41,51.6,0.3,0.21,129.4
2015-11-14,16.42,,0.77,0.21,156.5
2015-11-15,18.75,54.6,0.41,0.2,
2015-11-16,18.51,42.6,0.46,0.2,139.9
2015-11-17,17.05,40.5,0.53,0.2,144.7
2015-11-18,16.8,36.6,0.69,0.2,146.5
2015-11-19,21.06,38.5,0.6,0.2,144.6
2015-11-20,15.78,40.4,0.6,0.19,143.0
2015-11-21,17.49,43.3,0.63,0.2,139.4
2015-11-22,19.39,40.0,0.73,,154.7
2015-11-23,19.36,,0.54,0.21,145.5
2015-11-24,17.66,40.3,0.72,0.2,153.0
2015-11-25,15.05,47.8,0.63,0.18,142.1
2015-11-26,14.68,33.2,0.48,0.2,
2015-11-27,17.5,42.2,0.64,0.2,148.0
2015-11-28,18.33,38.0,0.86,0.18,160.8
2015-11-29,16.55,43.5,0.88,0.18,160.0
2015-11-30,16.27,39.2,0.67,0.19,142.1
2015-12-01,16.35,40.8,0.36,0.21,133.0
2015-12-02,20.39,49.0,0.74,0.21,160.0
2015-12-03,16.55,,0.59,0.21,137.9
2015-12-04,16.92,49.0,0.78,0.19,157.9
2015-12-05,22.58,34.7,,0.19,165.1
2015-12-06,15.51,32.2,0.89,0.19,155.4
2015-12-07,17.53,43.4,0.55,0.21,149.7
2015-12-08,19.36,26.3,0.6,0.19,144.1
2015-12-09,18.7,42.4,0.75,0.21,154.1
2015-12-10,18.87,34.3,0.44,0.21,132.7
2015-12-11,18.82,40.5,0.41,0.2,136.8
2015-12-12,,35.8,0.5,0.21,127.7
2015-12-13,18.56,35.0,0.64,0.21,141.3
2015-12-14,17.56,47.1,0.63,0.19,158.3
2015-12-15,17.92,36.0,0.36,0.2,126.8
2015-12-16,19.64,43.4,0.44,0.21,143.6
2015-12-17,20.02,42.2,0.42,0.21,137.4
2015-12-18,,40.7,0.77,0.2,150.7
2015-12-19,,42.7,0.77,0.19,166.4
2015-12-20,18.08,33.5,0.48,0.2,136.4
2015-12-21,20.68,31.3,0.44,0.21,135.2
2015-12-22,16.83,43.4,0.7,0.2,155.9
2015-12-23,20.48,49.5,0.5,0.21,151.7
2015-12-24,19.87,41.8,0.62,0.2,150.6
2015-12-25,22.96,39.9,0.67,0.21,151.4
2015-12-26,17.94,41.9,0.52,0.2,144.4
2015-12-27,19.9,39.5,0.61,0.19,157.8
2015-12-28,21.6,36.9,0.69,0.22,153.9
2015-12-29,17.03,44.8,,0.19,168.4
2015-12-30,17.61,43.1,0.7,0.18,160.7
2015-12-31,21.72,48.2,0.67,0.2,157.9
2016-01-01,19.09,46.5,0.62,0.19,162.3
2016-01-02,,42.9,0.55,0.19,152.0
2016-01-03,20.51,38.3,0.59,0.2,149.3
2016-01-04,22.29,,,0.2,138.4
2016-01-05,24.01,36.9,0.69,0.18,161.9
2016-01-06,21.59,58.6,,0.19,162.1
2016-01-07,18.54,35.5,0.65,0.2,134.2
2016-01-08,21.46,27.5,0.3,0.2,131.1
2016-01-09,20.82,45.7,0.54,0.2,149.2
2016-01-10,19.78,40.2,0.62,0.19,158.0
2016-01-11,22.45,46.4,0.45,0.2,151.5
2016-01-12,19.88,41.1,0.5,0.2,143.9
2016-01-13,19.69,44.6,0.45,,151.0
2016-01-14,22.02,36.9,0.41,0.19,147.9
2016-01-15,19.89,46.3,0.47,0.19,146.8
2016-01-16,22.41,52.7,0.57,0.19,159.6
2016-01-17,20.25,40.2,0.44,0.2,143.8
2016-01-18,20.42,35.2,0.69,0.21,151.4
2016-01-19,,36.9,0.32,0.2,135.9
2016-01-20,22.95,46.6,0.38,0.2,147.4
2016-01-21,22.4,,0.8,0.18,165.4
2016-01-22,21.5,41.2,0.63,0.19,164.7
2016-01-23,21.51,38.0,0.63,0.22,150.7
2016-01-24,20.99,42.7,0.62,0.19,142.2
2016-01-25,22.53,47.4,0.6,,167.1
2016-01-26,24.32,39.5,0.74,0.19,159.3
2016-01-27,24.13,40.8,0.63,0.2,161.1
2016-01-28,24.86,39.6,0.59,0.2,158.8
2016-01-29,20.77,39.9,0.62,0.2,160.3
2016-01-30,21.51,41.4,0.59,0.2,155.0
2016-01-31,23.4,45.0,0.6,0.2,157.0
2016-02-01,21.88,42.7,0.63,0.21,160.8
2016-02-02,22.34,40.3,0.48,0.19,148.5
2016-02-03,26.03,48.5,0.41,0.21,154.9
2016-02-04,24.34,41.5,0.63,0.19,162.9
2016-02-05,,37.2,0.67,0.21,154.3
2016-02-06,21.16,38.9,0.67,0.2,160.4
2016-02-07,21.87,41.9,0.46,0.2,156.3
2016-02-08,21.45,40.2,0.83,0.19,161.2
2016-02-09,22.15,41.1,0.57,0.2,156.4
2016-02-10,20.86,34.1,0.76,0.18,156.8
2016-02-11,21.58,43.3,0.54,0.2,143.7
2016-02-12,22.95,40.4,0.5,0.18,151.9
2016-02-13,23.88,42.4,0.72,0.22,153.1
2016-02-14,22.46,41.5,0.61,0.22,155.5
2016-02-15,,,0.85,0.18,175.0
2016-02-16,21.4,44.6,0.35,,151.8
2016-02-17,25.68,42.6,0.57,0.2,153.1
2016-02-18,22.57,41.9,0.63,0.21,156.7
2016-02-19,24.71,45.6,0.76,0.2,161.3
2016-02-20,23.07,50.3,0.55,0.2,
2016-02-21,23.32,45.9,0.67,0.2,169.4
2016-02-22,24.07,39.7,0.59,0.2,165.0
2016-02-23,23.8,43.9,0.68,0.2,165.5
2016-02-24,24.25,43.3,0.71,0.19,171.1
2016-02-25,25.26,39.5,0.69,0.19,163.4
2016-02-26,24.41,50.7,0.34,,159.3
2016-02-27,23.07,47.8,0.4,0.2,149.6
2016-02-28,22.0,41.6,0.65,0.19,159.5
2016-02-29,25.49,41.4,,0.2,171.3
2016-03-01,23.4,32.9,0.87,0.2,172.3
2016-03-02,23.31,51.7,0.39,0.19,154.3
2016-03-03,,42.8,0.49,0.22,162.7
2016-03-04,21.97,53.0,0.56,0.2,162.3
2016-03-05,23.51,40.7,,,140.0
2016-03-06,24.24,40.6,0.63,0.18,161.2
2016-03-07,24.0,49.3,0.57,0.17,156.8
2016-03-08,22.19,42.3,1.0,0.19,164.6
2016-03-09,24.95,41.1,0.44,0.17,155.4
2016-03-10,25.61,51.2,0.77,0.16,182.4
2016-03-11,25.1,46.1,0.55,0.21,163.1
2016-03-12,25.8,,0.66,,161.8
2016-03-13,,42.3,,0.19,158.4
2016-03-14,25.5,,0.94,0.2,186.2
2016-03-15,26.54,51.3,0.74,0.2,183.8
2016-03-16,23.56,38.7,0.56,0.2,154.3
2016-03-17,26.81,45.2,0.74,0.2,183.7
2016-03-18,23.52,46.7,0.56,,156.7
2016-03-19,24.95,45.7,0.78,0.19,175.6
2016-03-20,25.43,51.2,0.41,0.18,158.8
2016-03-21,22.79,48.8,0.82,0.19,172.9
2016-03-22,22.83,47.7,0.76,0.19,170.5
2016-03-23,28.71,44.4,,0.18,167.8
2016-03-24,25.74,50.7,0.82,0.19,173.8
2016-03-25,23.73,53.9,0.6,,172.3
2016-03-26,23.54,,0.77,0.22,169.3
2016-03-27,27.88,51.5,0.62,0.19,168.4
2016-03-28,27.38,48.2,0.74,0.2,178.9
2016-03-29,24.59,44.1,0.58,0.18,162.9
2016-03-30,25.06,45.1,0.91,0.19,177.1
2016-03-31,21.2,48.7,0.57,0.17,163.7
2016-04-01,25.31,53.4,0.6,0.18,174.5
2016-04-02,26.33,48.6,0.47,0.2,
2016-04-03,23.09,,0.8,0.2,174.2
2016-04-04,26.63,55.1,0.54,0.18,180.5
2016-04-05,23.35,43.9,0.67,0.2,154.5
2016-04-06,26.1,43.1,0.53,0.19,157.5
2016-04-07,27.29,48.8,0.49,0.21,159.4
2016-04-08,24.77,44.6,0.4,0.2,151.8
2016-04-09,24.43,57.8,0.83,0.2,182.6
2016-04-10,26.65,51.0,0.44,0.2,162.5
2016-04-11,22.24,52.5,0.67,,162.2
2016-04-12,26.29,,0.61,0.19,175.3
2016-04-13,25.12,56.5,0.71,0.18,180.2
2016-04-14,26.26,45.8,0.8,0.19,174.4
2016-04-15,25.8,57.3,0.51,0.19,163.4
2016-04-16,22.77,55.9,0.74,0.19,169.7
2016-04-17,26.19,43.3,0.31,0.19,157.9
2016-04-18,22.7,,0.54,0.2,157.6
2016-04-19,25.13,,0.36,0.19,156.2
2016-04-20,23.14,54.9,0.3,0.19,152.1
2016-04-21,24.97,41.8,0.52,0.18,159.1
2016-04-22,25.38,,0.35,0.19,152.4
2016-04-23,26.16,49.7,,0.19,169.7
2016-04-24,26.24,52.6,,0.2,155.3
2016-04-25,,52.2,0.59,0.19,164.9
2016-04-26,24.76,55.0,0.63,0.17,165.3
2016-04-27,,,0.49,0.2,157.0
2016-04-28,25.69,56.3,0.66,0.19,168.6
2016-04-29,23.75,46.1,0.82,0.17,177.7
2016-04-30,24.65,56.0,0.3,0.17,164.6
2016-05-01,21.11,55.0,0.72,0.18,171.2
2016-05-02,24.15,62.7,0.67,0.19,181.2
2016-05-03,22.58,57.8,0.53,0.19,168.0
2016-05-04,22.59,61.8,0.52,0.2,162.9
2016-05-05,21.87,57.3,0.48,0.18,153.6
2016-05-06,24.18,57.1,0.53,0.17,168.4
2016-05-07,24.61,56.2,0.82,0.16,191.6
2016-05-08,23.59,64.8,0.45,0.19,164.4
2016-05-09,22.43,48.1,0.6,0.19,
2016-05-10,23.41,56.1,0.8,0.19,183.3
2016-05-11,22.61,57.0,0.69,0.19,166.8
2016-05-12,23.03,58.3,0.67,0.18,167.1
2016-05-13,24.08,48.1,,0.18,163.8
2016-05-14,24.71,46.1,0.55,0.19,
2016-05-15,23.09,54.4,0.6,0.2,160.7
2016-05-16,24.74,46.3,0.45,0.19,159.3
2016-05-17,23.59,63.1,0.84,0.18,182.7
2016-05-18,22.59,46.3,0.82,0.19,178.8
2016-05-19,22.53,,0.61,0.2,168.5
2016-05-20,,,0.59,0.2,156.7
2016-05-21,22.21,61.9,0.86,0.2,184.4
2016-05-22,26.03,51.5,0.86,0.2,187.5
2016-05-23,23.16,64.2,0.95,0.17,199.5
2016-05-24,20.59,59.9,0.37,,155.4
2016-05-25,21.03,62.6,0.63,,181.7
2016-05-26,22.68,61.3,0.86,0.17,185.5
2016-05-27,22.03,49.9,0.9,0.18,177.5
2016-05-28,22.69,57.0,0.66,0.18,174.9
2016-05-29,22.79,68.7,0.72,0.19,175.4
2016-05-30,24.9,65.2,0.56,0.16,175.3
2016-05-31,24.01,59.1,0.49,0.16,177.7
2016-06-01,22.02,60.0,0.67,0.18,170.0
2016-06-02,23.81,60.8,0.3,0.19,164.3
2016-06-03,20.47,65.5,0.35,0.18,153.8
2016-06-04,21.37,55.0,0.76,0.17,171.2
2016-06-05,20.24,68.2,0.7,0.18,
2016-06-06,19.47,65.7,0.84,0.19,174.6
2016-06-07,20.63,68.7,0.56,0.18,164.4
2016-06-08,22.86,67.9,0.65,0.17,177.6
2016-06-09,21.94,65.3,0.61,0.18,172.4
2016-06-10,20.93,57.2,0.58,0.18,156.3
2016-06-11,23.92,70.2,0.56,0.18,177.6
2016-06-12,18.67,59.4,0.43,0.18,153.8
2016-06-13,19.77,63.2,0.95,0.15,
2016-06-14,18.82,65.3,0.69,0.17,169.4
