timestamp,temperature,humidity,industrial_activity,tariff,demand
2015-06-13,22.73,69.8,0.65,0.17,182.4
2015-06-14,22.54,72.7,0.55,0.16,
2015-06-15,22.8,71.7,0.57,0.16,176.9
2015-06-16,19.96,71.9,0.85,0.17,183.8
2015-06-17,19.53,64.8,0.41,0.17,152.5
2015-06-18,23.14,63.6,0.63,0.16,186.9
2015-06-19,23.92,82.5,0.5,0.17,175.2
2015-06-20,18.53,65.5,0.61,0.16,170.9
2015-06-21,20.96,72.7,0.7,0.15,186.5
2015-06-22,22.04,60.8,0.42,,159.4
2015-06-23,22.42,73.6,0.49,0.16,176.9
2015-06-24,20.99,63.4,0.67,0.16,175.1
2015-06-25,21.14,66.3,0.88,0.17,190.4
2015-06-26,20.64,73.1,0.48,0.16,165.3
2015-06-27,18.17,62.8,0.56,0.17,161.6
2015-06-28,20.47,70.3,0.7,0.2,166.0
2015-06-29,20.48,78.7,0.62,0.16,176.9
2015-06-30,22.7,63.8,0.4,0.18,156.8
2015-07-01,20.61,65.3,0.55,0.17,159.2
2015-07-02,22.06,61.8,0.39,0.18,150.8
2015-07-03,19.94,60.6,0.74,0.15,174.3
2015-07-04,17.82,58.1,,0.15,157.0
2015-07-05,18.35,68.7,0.86,0.16,194.4
2015-07-06,,69.0,,0.16,177.6
2015-07-07,20.61,60.1,0.75,0.17,174.6
2015-07-08,18.97,69.5,0.81,0.18,179.5
2015-07-09,20.54,61.6,0.52,0.16,
2015-07-10,18.21,67.6,0.55,0.18,162.6
2015-07-11,,62.4,0.65,0.18,162.7
2015-07-12,19.0,66.4,0.61,0.19,153.2
2015-07-13,16.41,63.0,0.82,0.16,170.5
2015-07-14,19.84,59.3,0.46,0.17,160.3
2015-07-15,18.79,63.3,0.65,0.19,170.2
2015-07-16,18.95,59.3,0.6,0.18,157.5
2015-07-17,17.14,66.1,0.62,0.18,161.2
2015-07-18,16.64,49.6,0.76,0.17,172.2
2015-07-19,16.58,61.1,0.74,0.18,158.3
2015-07-20,19.69,62.3,0.75,0.17,167.3
2015-07-21,19.15,63.6,0.61,0.19,152.6
2015-07-22,19.29,57.3,0.66,0.17,166.9
2015-07-23,17.03,65.3,0.37,0.2,153.5
2015-07-24,19.77,62.7,0.9,0.18,181.4
2015-07-25,21.15,61.7,0.63,0.17,173.9
2015-07-26,17.71,52.2,0.67,0.19,150.8
2015-07-27,17.46,50.4,0.66,0.17,160.4
2015-07-28,16.82,58.4,0.85,0.17,167.8
2015-07-29,16.16,66.4,0.59,0.18,
2015-07-30,19.03,60.6,0.47,,163.2
2015-07-31,19.57,58.2,0.44,0.19,152.5
2015-08-01,18.65,59.0,0.44,0.19,151.2
2015-08-02,17.37,67.6,0.67,0.19,159.3
2015-08-03,18.8,53.4,0.41,0.18,148.8
2015-08-04,15.01,50.2,0.56,0.17,153.1
2015-08-05,17.52,54.1,0.54,0.17,151.3
2015-08-06,15.74,,0.72,0.19,158.0
2015-08-07,14.69,53.9,0.5,0.18,140.2
2015-08-08,18.1,57.1,0.86,0.17,179.1
2015-08-09,16.0,59.2,0.37,0.17,143.0
2015-08-10,15.93,64.4,0.3,0.19,146.2
2015-08-11,13.22,49.6,0.31,0.19,138.2
2015-08-12,17.44,53.3,0.71,,153.9
2015-08-13,,55.6,0.61,0.19,149.4
2015-08-14,16.57,52.3,0.69,0.2,165.5
2015-08-15,17.12,61.4,0.69,0.19,164.9
2015-08-16,16.82,45.8,0.53,0.17,151.8
2015-08-17,15.74,48.1,0.47,0.19,140.3
2015-08-18,15.2,56.7,0.42,0.18,131.6
2015-08-19,17.99,,0.59,0.2,149.3
2015-08-20,14.2,62.7,0.63,0.18,149.7
2015-08-21,13.81,,0.57,0.19,141.0
2015-08-22,15.88,53.7,0.45,0.19,148.9
2015-08-23,15.68,54.7,0.73,,160.1
2015-08-24,15.88,50.8,0.72,0.19,156.8
2015-08-25,16.92,56.2,,0.2,150.9
2015-08-26,,47.1,0.38,0.18,
2015-08-27,15.49,55.9,0.46,0.18,148.1
2015-08-28,16.46,,,0.2,155.4
2015-08-29,14.36,51.8,0.58,0.18,148.0
2015-08-30,16.46,,0.43,0.2,154.5
2015-08-31,15.94,64.9,0.66,0.19,158.0
2015-09-01,16.77,44.5,0.46,0.18,148.3
2015-09-02,16.69,59.0,0.46,0.17,145.7
2015-09-03,16.98,49.1,0.75,0.2,149.2
2015-09-04,15.69,48.1,0.62,0.18,150.3
2015-09-05,15.75,53.7,0.59,0.19,146.9
2015-09-06,15.17,41.6,0.48,0.18,144.1
2015-09-07,14.32,48.1,0.39,0.19,139.9
2015-09-08,13.54,,0.55,0.19,133.4
2015-09-09,15.03,50.2,0.63,0.19,152.6
2015-09-10,16.02,56.3,0.46,0.2,143.6
2015-09-11,15.29,63.5,0.62,0.19,152.0
2015-09-12,15.78,52.3,0.43,0.19,140.5
2015-09-13,13.08,49.4,0.59,,137.6
2015-09-14,14.19,52.7,0.6,0.18,149.6
2015-09-15,13.85,47.2,0.64,0.2,142.1
2015-09-16,16.41,39.2,0.65,0.19,147.1
2015-09-17,13.85,54.1,0.54,0.19,141.0
2015-09-18,12.26,57.1,0.89,0.18,160.7
2015-09-19,16.28,43.1,0.41,0.17,140.4
2015-09-20,15.21,45.0,0.67,0.2,142.3
2015-09-21,14.03,43.2,0.73,0.2,150.0
2015-09-22,14.53,46.7,0.35,0.19,127.9
2015-09-23,15.57,46.8,,0.18,127.0
2015-09-24,12.44,48.2,0.43,0.19,129.9
2015-09-25,16.49,49.2,0.76,0.18,149.1
2015-09-26,16.49,55.3,0.52,0.19,147.2
2015-09-27,,48.5,0.68,0.19,150.1
2015-09-28,17.06,50.5,0.83,0.19,156.0
2015-09-29,16.71,48.3,0.45,0.2,139.1
2015-09-30,12.8,45.5,0.33,0.21,126.9
2015-10-01,14.74,40.4,0.85,0.19,150.8
2015-10-02,15.68,41.7,0.44,0.21,126.6
2015-10-03,10.84,47.2,0.45,0.18,140.5
2015-10-04,14.02,50.4,0.67,0.19,148.5
2015-10-05,18.28,42.3,0.5,0.21,142.1
2015-10-06,14.6,39.2,0.88,0.18,168.0
2015-10-07,13.01,35.9,0.43,0.2,132.6
2015-10-08,15.6,42.7,0.47,0.18,139.3
2015-10-09,17.22,40.0,0.78,0.2,153.3
2015-10-10,13.63,53.7,0.48,0.22,139.6
2015-10-11,15.25,55.3,0.8,0.19,159.1
2015-10-12,13.8,49.5,0.46,0.18,141.5
2015-10-13,14.74,40.7,0.7,0.18,143.6
2015-10-14,15.38,41.5,0.75,0.18,152.2
2015-10-15,15.79,44.1,0.59,0.2,135.1
2015-10-16,15.0,43.7,0.46,0.19,144.2
2015-10-17,,48.4,0.69,0.21,141.4
2015-10-18,14.91,53.2,0.31,0.2,130.1
2015-10-19,16.87,44.2,0.69,,145.8
2015-10-20,12.76,45.4,0.51,0.19,137.5
2015-10-21,15.33,45.7,0.55,0.18,143.7
2015-10-22,14.83,40.7,0.56,0.19,138.5
2015-10-23,15.85,40.7,1.0,0.19,167.7
2015-10-24,14.1,53.7,0.75,0.2,150.2
2015-10-25,16.76,42.8,0.47,0.2,143.7
2015-10-26,16.59,42.4,0.56,0.19,151.1
2015-10-27,15.96,52.3,0.66,0.21,147.5
2015-10-28,14.73,40.9,0.46,0.21,128.9
2015-10-29,16.9,44.7,0.44,0.21,143.1
2015-10-30,17.49,46.2,0.83,0.19,
2015-10-31,16.37,45.1,0.46,0.2,137.8
2015-11-01,15.0,44.9,0.83,0.2,
2015-11-02,18.32,34.8,0.7,0.19,159.0
2015-11-03,15.62,43.4,0.4,0.18,135.0
2015-11-04,14.67,40.0,0.38,0.21,116.1
2015-11-05,15.25,48.7,,0.19,140.1
2015-11-06,16.73,49.6,0.68,0.19,162.0
2015-11-07,15.44,34.3,0.72,0.19,150.5
2015-11-08,17.26,45.4,0.66,0.2,156.1
2015-11-09,18.71,,0.41,0.21,152.6
2015-11-10,16.28,47.5,0.55,0.18,141.7
2015-11-11,13.89,42.7,0.6,0.2,140.4
2015-11-12,15.94,40.4,0.59,0.2,141.4
2015-11-13,15.67,39.5,0.86,0.2,154.4
2015-11-14,16.06,41.6,0.7,0.2,145.3
2015-11-15,,42.7,,0.18,144.9
2015-11-16,14.97,49.4,0.79,0.19,150.7
2015-11-17,,52.4,0.6,0.18,144.9
2015-11-18,17.62,40.4,,0.19,149.3
2015-11-19,16.69,43.4,0.56,0.19,147.9
2015-11-20,13.06,46.5,0.62,0.19,144.3
2015-11-21,16.4,43.1,0.48,0.19,146.7
2015-11-22,17.24,44.7,0.62,0.2,148.5
2015-11-23,17.39,49.3,0.77,0.2,155.0
2015-11-24,14.01,40.6,0.64,,130.1
2015-11-25,16.94,44.7,0.53,0.19,138.7
2015-11-26,15.74,,,,140.3
2015-11-27,16.53,43.8,,0.21,143.1
2015-11-28,16.24,35.8,0.49,0.19,132.3
2015-11-29,17.83,35.7,0.85,0.21,148.8
2015-11-30,16.14,46.1,,0.19,125.9
2015-12-01,17.46,43.9,0.41,0.19,138.9
2015-12-02,17.52,49.0,0.6,0.19,142.7
2015-12-03,20.0,48.9,0.52,0.2,153.3
2015-12-04,18.67,41.6,0.76,0.2,151.1
2015-12-05,17.16,43.8,,0.21,136.9
2015-12-06,17.26,36.0,0.81,0.23,134.2
2015-12-07,18.92,39.2,0.85,0.19,159.8
2015-12-08,18.14,50.7,0.58,0.21,144.8
2015-12-09,19.3,42.6,0.57,0.2,139.0
2015-12-10,18.99,36.8,0.51,0.18,145.2
2015-12-11,19.8,37.4,0.51,0.18,157.9
2015-12-12,18.15,39.1,0.62,0.21,134.5
2015-12-13,18.59,34.9,0.33,0.2,127.7
2015-12-14,18.7,41.2,0.35,0.18,134.6
2015-12-15,20.08,34.2,0.69,0.19,153.1
2015-12-16,15.58,,0.49,0.2,137.5
2015-12-17,18.46,47.3,0.55,,140.9
2015-12-18,19.37,40.2,0.49,0.19,144.2
2015-12-19,17.42,44.0,0.42,0.2,137.0
2015-12-20,18.3,41.7,0.55,0.19,152.1
2015-12-21,18.3,35.0,0.51,0.2,138.9
2015-12-22,18.38,42.7,0.68,0.2,151.7
2015-12-23,17.66,41.1,0.37,0.2,129.6
2015-12-24,19.74,37.0,0.61,0.21,152.6
2015-12-25,16.81,29.3,0.52,0.19,133.6
2015-12-26,19.38,46.1,0.69,0.22,151.2
2015-12-27,20.73,42.8,0.77,0.2,160.9
2015-12-28,24.0,30.9,0.63,0.18,151.8
2015-12-29,21.56,39.0,0.44,,143.7
2015-12-30,20.97,41.1,0.63,0.2,146.0
2015-12-31,21.29,39.7,0.34,0.2,140.1
2016-01-01,19.15,44.7,0.49,0.19,152.1
2016-01-02,21.75,36.1,0.42,0.19,147.8
2016-01-03,20.55,41.5,0.73,0.18,167.8
2016-01-04,21.06,29.2,,0.2,135.5
2016-01-05,20.91,45.8,0.5,0.2,141.0
2016-01-06,22.12,33.1,0.64,0.21,161.0
2016-01-07,,37.7,0.71,0.19,154.5
2016-01-08,21.34,32.9,0.55,0.21,142.2
2016-01-09,22.3,25.0,0.34,0.21,134.2
2016-01-10,21.36,39.7,0.61,0.2,160.1
2016-01-11,22.91,30.8,0.45,0.22,129.5
2016-01-12,17.71,45.1,0.3,0.2,134.1
2016-01-13,19.16,35.4,0.37,0.19,134.7
2016-01-14,23.04,40.1,0.8,0.2,164.2
2016-01-15,21.38,42.5,0.88,0.21,166.1
2016-01-16,22.41,37.4,,0.21,
2016-01-17,23.29,43.4,0.74,,163.6
2016-01-18,22.05,42.8,0.78,0.21,160.9
2016-01-19,22.95,33.2,,0.21,150.2
2016-01-20,20.09,38.9,0.77,0.21,160.4
2016-01-21,23.15,45.4,0.89,0.21,172.9
2016-01-22,23.4,48.4,0.67,0.2,163.1
2016-01-23,24.02,35.2,0.49,0.21,135.9
2016-01-24,21.14,40.3,,0.19,147.2
2016-01-25,23.03,31.7,0.81,0.21,164.4
2016-01-26,22.76,38.2,0.46,0.19,155.1
2016-01-27,22.4,36.2,0.78,0.2,164.3
2016-01-28,19.48,45.0,0.48,0.21,141.5
2016-01-29,21.14,39.6,0.47,0.2,143.1
2016-01-30,24.09,,,0.2,158.9
2016-01-31,21.37,37.2,0.63,0.2,161.3
2016-02-01,22.73,,0.71,0.21,167.3
2016-02-02,25.19,,,0.19,169.2
2016-02-03,23.52,48.3,0.61,0.19,160.6
2016-02-04,23.42,40.0,0.6,0.21,143.2
2016-02-05,25.19,28.4,0.73,0.19,162.2
2016-02-06,22.04,,0.49,0.19,150.0
2016-02-07,,43.9,0.57,0.18,166.4
2016-02-08,22.77,43.9,0.6,0.2,155.5
2016-02-09,23.62,42.6,0.55,0.2,156.5
2016-02-10,23.12,46.1,0.82,0.2,168.1
2016-02-11,25.37,47.7,0.53,0.19,173.7
2016-02-12,20.86,37.1,0.36,0.18,139.9
2016-02-13,25.92,47.4,0.51,0.19,160.8
2016-02-14,24.79,49.7,0.86,0.22,174.8
2016-02-15,26.32,42.6,0.48,0.21,156.4
2016-02-16,27.02,36.3,0.45,0.21,156.1
2016-02-17,22.25,38.0,0.74,0.2,160.0
2016-02-18,23.6,44.6,,0.19,172.0
2016-02-19,24.52,39.9,0.58,0.19,161.6
2016-02-20,23.27,44.8,,0.21,161.1
2016-02-21,25.65,41.9,0.53,0.19,158.8
2016-02-22,25.81,38.4,0.46,0.19,144.6
2016-02-23,23.74,41.2,0.69,0.19,165.7
2016-02-24,23.44,39.7,0.58,0.2,152.4
2016-02-25,22.41,41.0,0.66,,164.4
2016-02-26,25.75,43.5,0.7,0.2,177.6
2016-02-27,22.96,31.1,0.52,0.21,147.6
2016-02-28,24.82,33.9,0.48,0.2,
2016-02-29,24.74,48.8,0.6,0.19,160.9
2016-03-01,23.63,51.2,0.74,,166.0
2016-03-02,26.21,39.6,0.64,0.19,169.0
2016-03-03,23.95,41.1,0.61,0.2,158.2
2016-03-04,24.54,49.8,0.79,0.19,178.5
2016-03-05,27.49,41.7,0.66,0.21,168.6
2016-03-06,22.66,45.7,0.69,,167.9
2016-03-07,26.23,52.2,0.48,0.19,175.0
2016-03-08,25.26,51.4,0.44,0.2,154.4
2016-03-09,27.11,46.2,0.43,0.19,149.1
2016-03-10,25.77,,0.81,0.19,170.7
2016-03-11,25.15,47.7,0.51,0.19,153.7
2016-03-12,22.93,38.8,0.72,0.21,160.3
2016-03-13,24.56,39.2,0.6,0.19,159.6
2016-03-14,22.74,,0.37,0.2,151.7
2016-03-15,23.33,45.8,0.78,0.19,176.2
2016-03-16,25.81,,0.39,0.19,152.2
2016-03-17,24.75,40.2,0.75,0.2,157.8
2016-03-18,25.7,42.5,0.7,0.19,176.1
2016-03-19,27.5,46.5,0.57,0.2,164.8
2016-03-20,23.38,51.0,0.6,0.2,159.3
2016-03-21,23.5,51.4,0.55,0.19,160.3
2016-03-22,23.73,43.6,,0.19,165.2
2016-03-23,23.14,34.6,0.7,0.2,
2016-03-24,23.14,44.0,0.53,0.2,148.1
2016-03-25,24.62,59.4,0.6,0.19,169.1
2016-03-26,24.09,49.9,0.52,0.18,169.8
2016-03-27,25.44,40.6,0.7,0.18,170.7
2016-03-28,25.45,52.5,0.35,0.2,163.7
2016-03-29,29.1,44.9,0.51,0.19,171.6
2016-03-30,26.81,50.9,0.55,0.19,173.5
2016-03-31,25.28,55.0,0.63,0.19,167.2
2016-04-01,26.43,52.8,0.58,0.21,164.1
2016-04-02,25.25,42.6,0.68,0.19,164.7
2016-04-03,26.69,46.4,0.53,0.21,159.4
2016-04-04,,49.6,0.8,0.16,188.5
2016-04-05,26.41,59.7,0.64,0.2,164.3
2016-04-06,24.12,50.0,0.49,0.2,157.3
2016-04-07,22.0,46.9,0.72,0.2,
2016-04-08,27.13,51.2,,0.21,175.3
2016-04-09,25.75,52.3,0.34,0.18,161.8
2016-04-10,26.92,46.9,0.62,0.2,161.5
2016-04-11,24.16,51.3,0.68,0.19,172.3
2016-04-12,22.78,,0.61,0.2,164.2
2016-04-13,22.59,43.0,0.76,0.19,160.5
2016-04-14,25.09,63.7,,0.19,
2016-04-15,23.82,52.0,0.61,0.18,169.2
2016-04-16,24.67,48.1,0.73,,168.4
2016-04-17,21.58,55.2,0.3,0.18,150.6
2016-04-18,24.39,59.6,0.46,0.19,170.8
2016-04-19,25.71,51.8,0.69,0.2,173.9
2016-04-20,25.23,55.1,0.47,0.18,157.5
2016-04-21,23.9,43.3,0.7,0.2,166.0
2016-04-22,24.13,44.7,0.71,0.19,173.7
2016-04-23,24.66,55.9,0.72,0.18,174.0
2016-04-24,,52.5,,0.18,171.8
2016-04-25,26.03,55.2,0.96,0.21,179.6
2016-04-26,25.66,44.9,0.79,0.19,164.7
2016-04-27,21.74,51.4,0.58,0.17,172.7
2016-04-28,25.93,54.9,0.51,0.18,169.1
2016-04-29,24.97,57.8,0.47,0.2,165.5
2016-04-30,24.27,53.3,0.81,0.19,180.6
2016-05-01,23.54,,0.6,0.19,155.5
2016-05-02,,53.1,0.78,0.17,184.0
2016-05-03,20.74,50.6,0.84,0.17,174.1
2016-05-04,20.86,56.5,0.48,0.19,158.2
2016-05-05,26.71,54.5,0.53,,165.4
2016-05-06,23.75,52.2,0.77,0.19,171.7
2016-05-07,,45.7,0.69,0.2,165.6
2016-05-08,23.62,55.9,0.45,0.17,171.4
2016-05-09,24.01,59.1,0.66,0.19,180.2
2016-05-10,24.07,56.1,0.38,0.19,163.5
2016-05-11,22.51,54.9,0.73,0.2,176.4
2016-05-12,25.21,55.2,0.71,0.18,187.7
2016-05-13,21.77,59.9,0.59,0.19,160.4
2016-05-14,23.03,65.2,0.79,0.17,181.8
2016-05-15,24.08,51.5,0.68,0.17,176.7
2016-05-16,22.33,52.0,0.68,0.19,
2016-05-17,22.22,63.8,0.52,0.19,173.2
2016-05-18,21.45,45.6,0.68,0.2,158.5
2016-05-19,24.6,52.7,0.51,0.18,160.6
2016-05-20,22.11,57.5,0.56,0.18,
2016-05-21,24.53,55.8,0.62,0.18,166.9
2016-05-22,21.71,62.6,0.57,0.18,166.5
2016-05-23,24.18,55.3,0.74,0.18,172.3
2016-05-24,22.74,55.2,0.84,0.19,173.3
2016-05-25,24.44,60.5,0.62,0.17,174.8
2016-05-26,25.11,52.7,0.64,0.17,168.1
2016-05-27,24.58,53.5,0.5,0.19,155.0
2016-05-28,21.23,60.0,0.42,0.2,138.9
2016-05-29,23.29,57.9,0.58,0.18,166.5
2016-05-30,20.23,62.3,0.61,0.19,164.9
2016-05-31,21.8,66.2,0.42,0.19,159.2
2016-06-01,22.15,55.6,0.65,,162.3
2016-06-02,22.08,53.7,0.67,0.19,159.0
2016-06-03,21.81,58.9,0.51,0.18,177.2
2016-06-04,22.21,57.9,0.71,0.19,166.1
2016-06-05,22.4,55.6,0.51,0.17,163.2
2016-06-06,24.77,51.8,0.78,0.16,179.1
2016-06-07,23.2,63.8,0.68,0.17,167.4
2016-06-08,21.34,60.6,0.72,0.19,
2016-06-09,23.51,60.0,0.84,0.17,
2016-06-10,20.51,66.2,,0.18,168.4
2016-06-11,21.77,60.0,0.58,0.18,160.6
2016-06-12,23.4,61.6,0.61,0.17,181.1
2016-06-13,20.67,68.8,0.51,0.18,165.0
2016-06-14,21.13,64.4,0.3,0.19,148.8
