timestamp,temperature,humidity,industrial_activity,tariff,demand
2015-03-22,23.81,78.3,0.57,0.13,185.8
2015-03-23,25.8,74.9,0.59,0.13,185.7
2015-03-24,24.52,71.3,0.62,0.14,185.7
2015-03-25,24.56,79.6,0.35,0.14,176.7
2015-03-26,25.32,82.4,0.77,,205.8
2015-03-27,26.57,74.8,0.81,0.12,
2015-03-28,24.35,79.9,0.51,0.13,189.3
2015-03-29,28.24,72.5,0.81,0.13,209.7
2015-03-30,23.07,68.6,0.59,0.15,181.6
2015-03-31,28.09,83.4,0.75,0.12,208.2
2015-04-01,,85.4,0.47,0.15,182.3
2015-04-02,23.36,67.9,0.3,0.13,172.0
2015-04-03,27.58,74.1,0.66,0.13,200.9
2015-04-04,25.76,81.2,0.89,0.14,200.2
2015-04-05,25.49,71.5,0.95,0.12,202.3
2015-04-06,24.37,80.7,0.36,0.13,185.9
2015-04-07,25.5,75.2,0.51,0.15,179.4
2015-04-08,25.44,80.2,0.3,0.16,183.1
2015-04-09,24.72,86.0,0.7,0.14,204.5
2015-04-10,25.39,78.2,0.45,0.16,179.2
2015-04-11,23.83,82.3,0.64,0.15,191.3
2015-04-12,25.85,68.4,0.74,0.13,192.2
2015-04-13,24.51,75.6,0.66,,191.4
2015-04-14,23.73,91.6,0.57,0.15,196.7
2015-04-15,23.2,81.8,0.67,0.15,190.2
2015-04-16,23.53,,0.76,0.14,196.0
2015-04-17,23.79,78.8,0.69,0.15,190.4
2015-04-18,24.57,80.4,0.68,0.14,193.2
2015-04-19,23.85,72.0,0.4,0.14,
2015-04-20,26.5,74.3,,0.15,182.8
2015-04-21,24.89,71.4,0.31,0.15,168.9
2015-04-22,24.3,75.5,0.44,0.14,182.8
2015-04-23,24.07,82.6,0.74,0.14,200.5
2015-04-24,24.86,,0.62,0.15,181.5
2015-04-25,23.45,66.4,0.71,0.16,183.7
2015-04-26,25.9,85.1,0.84,0.15,203.8
2015-04-27,25.32,76.9,0.66,0.15,192.1
2015-04-28,23.68,71.5,0.54,0.13,181.7
2015-04-29,22.74,82.1,0.44,0.14,186.9
2015-04-30,25.49,75.8,0.68,0.15,197.8
2015-05-01,22.13,72.2,0.37,0.15,173.1
2015-05-02,25.98,,0.73,0.16,193.4
2015-05-03,25.29,70.7,0.82,0.15,195.3
2015-05-04,26.07,71.2,0.62,0.14,193.8
2015-05-05,23.23,67.5,0.55,0.14,176.7
2015-05-06,26.5,70.3,0.45,0.15,189.5
2015-05-07,24.12,76.2,0.43,0.15,182.1
2015-05-08,22.54,67.9,0.77,0.16,185.1
2015-05-09,22.01,75.8,0.56,,172.3
2015-05-10,22.38,75.3,0.63,0.14,185.3
2015-05-11,24.77,75.6,0.49,0.15,181.5
2015-05-12,22.9,75.0,0.62,0.17,176.6
2015-05-13,22.41,70.6,,0.17,182.9
2015-05-14,21.83,67.2,0.42,0.15,169.3
2015-05-15,23.59,85.3,0.48,0.15,176.4
2015-05-16,24.32,81.2,0.45,0.16,178.5
2015-05-17,22.16,70.7,0.48,0.16,163.5
2015-05-18,22.21,69.8,,0.15,176.5
2015-05-19,24.5,67.1,0.87,0.16,190.8
2015-05-20,24.65,68.4,0.47,0.18,174.4
2015-05-21,24.92,77.8,0.57,0.16,183.2
2015-05-22,22.69,73.7,0.41,0.14,171.9
2015-05-23,20.4,70.6,0.83,0.15,180.4
2015-05-24,24.72,70.9,0.59,0.15,185.7
2015-05-25,22.2,64.4,0.59,0.17,173.3
2015-05-26,21.84,82.0,0.36,0.17,174.3
2015-05-27,20.37,76.2,,0.16,172.5
2015-05-28,23.97,76.5,0.34,0.16,169.4
2015-05-29,23.41,70.4,0.49,0.17,168.8
2015-05-30,23.68,70.6,0.5,0.17,179.7
2015-05-31,23.55,67.0,0.6,0.14,181.4
2015-06-01,21.57,71.9,0.59,0.15,180.0
2015-06-02,20.8,69.5,0.71,0.17,185.4
2015-06-03,23.17,71.3,0.92,0.15,197.0
2015-06-04,20.85,68.1,0.77,0.15,186.0
2015-06-05,23.87,63.3,0.43,0.17,167.5
2015-06-06,21.36,73.4,0.68,0.17,177.0
2015-06-07,21.85,71.0,0.87,0.15,191.1
2015-06-08,23.21,70.5,0.73,0.15,
2015-06-09,25.1,70.1,0.57,0.18,178.6
2015-06-10,23.58,70.4,0.46,0.17,165.0
2015-06-11,23.42,66.1,0.51,0.16,178.8
2015-06-12,21.24,73.1,0.45,0.17,174.0
2015-06-13,21.44,67.4,0.7,0.16,179.5
2015-06-14,21.51,61.9,0.71,0.16,172.0
2015-06-15,19.65,73.6,0.76,0.16,183.2
2015-06-16,21.76,76.9,0.6,0.17,175.6
2015-06-17,21.48,76.0,0.47,0.15,172.1
2015-06-18,20.01,68.0,0.41,0.15,154.4
2015-06-19,18.86,,0.42,0.16,160.4
2015-06-20,19.82,67.7,0.88,0.16,180.2
2015-06-21,21.49,72.8,0.8,0.15,197.5
2015-06-22,21.52,72.5,,,182.7
2015-06-23,21.23,67.1,0.3,0.17,151.4
2015-06-24,20.2,65.1,0.45,0.17,161.8
2015-06-25,22.67,70.0,0.7,0.17,179.4
2015-06-26,17.85,61.8,0.53,0.17,158.9
2015-06-27,19.61,69.8,0.57,0.16,169.6
2015-06-28,20.39,76.9,0.65,0.17,176.6
2015-06-29,19.93,63.1,0.46,0.18,157.6
2015-06-30,18.73,69.3,0.71,0.19,175.6
2015-07-01,18.97,63.2,0.49,0.18,160.3
2015-07-02,22.78,61.5,0.64,0.16,173.2
2015-07-03,16.98,61.9,0.67,0.17,167.1
2015-07-04,20.25,54.9,0.69,0.17,161.5
2015-07-05,17.58,65.6,0.61,0.17,165.8
2015-07-06,20.06,60.1,0.49,0.17,169.5
2015-07-07,18.22,68.0,,0.17,175.7
2015-07-08,18.13,65.7,0.43,0.18,151.4
2015-07-09,22.89,69.6,,0.16,163.5
2015-07-10,17.24,65.5,0.78,0.17,
2015-07-11,22.56,58.0,0.52,0.18,165.6
2015-07-12,19.44,60.0,0.68,0.17,171.3
2015-07-13,19.7,57.8,0.65,0.15,165.5
2015-07-14,21.24,60.8,0.45,0.18,163.6
2015-07-15,18.78,60.5,0.64,,158.1
2015-07-16,20.37,69.2,0.6,0.18,166.5
2015-07-17,19.31,54.2,0.62,0.16,167.1
2015-07-18,,66.0,0.57,0.18,158.6
2015-07-19,18.47,,0.68,0.19,165.2
2015-07-20,19.19,68.3,0.49,0.16,168.5
2015-07-21,19.45,76.3,0.93,0.18,186.1
2015-07-22,21.11,54.5,0.48,0.19,156.9
2015-07-23,18.93,42.6,0.44,0.17,152.7
2015-07-24,16.6,70.3,0.6,0.17,162.8
2015-07-25,17.28,56.8,0.55,0.18,150.2
2015-07-26,18.62,63.8,0.55,0.18,157.8
2015-07-27,16.66,66.1,0.39,0.18,153.6
2015-07-28,16.54,56.7,0.62,0.17,156.8
2015-07-29,16.06,60.8,0.58,0.17,160.4
2015-07-30,17.82,62.4,0.65,0.16,162.0
2015-07-31,18.19,59.9,,0.15,172.2
2015-08-01,15.82,59.1,0.85,0.17,173.2
2015-08-02,19.1,57.8,0.81,0.18,175.3
2015-08-03,19.24,62.9,0.97,0.16,188.0
2015-08-04,16.87,58.0,0.4,0.16,149.6
2015-08-05,17.61,60.5,0.69,0.17,166.1
2015-08-06,18.56,64.4,0.8,0.16,175.4
2015-08-07,18.69,60.1,0.5,0.19,158.7
2015-08-08,18.89,63.6,0.55,0.19,148.1
2015-08-09,13.52,50.1,0.67,0.16,163.7
2015-08-10,15.83,63.3,0.69,0.18,158.6
2015-08-11,17.15,61.3,0.49,0.2,151.8
2015-08-12,16.56,62.6,0.7,0.19,164.6
2015-08-13,18.13,52.1,0.65,0.19,151.8
2015-08-14,16.59,54.1,0.81,0.19,166.5
2015-08-15,19.75,54.2,0.79,0.18,
2015-08-16,19.31,59.8,0.43,0.19,150.2
2015-08-17,17.14,48.4,0.59,0.18,150.7
2015-08-18,15.63,60.5,0.36,0.19,147.9
2015-08-19,16.39,54.8,0.59,0.2,147.9
2015-08-20,19.37,53.0,0.67,0.18,158.2
2015-08-21,16.14,55.5,0.75,0.19,167.5
2015-08-22,15.48,64.5,0.66,0.18,159.9
2015-08-23,17.87,55.4,0.42,0.19,144.3
2015-08-24,16.47,47.0,0.6,0.19,151.5
2015-08-25,17.18,51.9,0.49,0.18,146.1
2015-08-26,18.93,59.6,0.78,0.19,167.2
2015-08-27,18.68,57.5,,0.19,156.3
2015-08-28,13.32,58.0,0.3,0.17,128.7
2015-08-29,14.46,54.6,0.69,0.19,
2015-08-30,15.56,52.2,0.65,0.18,148.0
2015-08-31,,53.8,0.49,0.19,150.1
2015-09-01,13.61,46.4,0.3,0.21,124.5
2015-09-02,18.02,54.7,0.54,0.18,145.6
2015-09-03,16.91,,0.62,0.18,162.3
2015-09-04,13.62,45.2,0.59,0.2,144.6
2015-09-05,14.33,55.9,0.64,0.19,152.0
2015-09-06,14.94,52.6,0.4,0.17,137.9
2015-09-07,14.23,51.8,0.34,0.17,140.7
2015-09-08,15.36,55.0,0.7,0.18,154.6
2015-09-09,14.77,,,0.18,150.1
2015-09-10,15.36,49.2,0.37,0.19,125.5
2015-09-11,15.82,46.9,0.32,0.2,129.7
2015-09-12,15.97,55.0,0.34,0.19,138.8
2015-09-13,13.05,48.5,0.56,0.18,131.6
2015-09-14,15.15,56.4,0.71,0.2,151.0
2015-09-15,16.55,40.1,0.74,0.18,157.3
2015-09-16,14.86,56.4,0.48,0.19,141.3
2015-09-17,15.38,45.1,0.67,0.21,141.2
2015-09-18,16.1,48.7,0.76,0.16,158.3
2015-09-19,,46.3,0.56,0.19,142.6
2015-09-20,14.05,47.8,0.37,0.19,136.7
2015-09-21,15.1,50.0,0.56,0.19,143.1
2015-09-22,14.74,54.7,0.56,0.2,140.6
2015-09-23,16.96,58.4,0.65,0.18,160.2
2015-09-24,14.84,50.3,0.68,0.21,149.4
2015-09-25,14.54,45.9,0.58,0.19,135.0
2015-09-26,16.21,50.9,0.76,0.17,160.1
2015-09-27,11.66,50.3,0.57,0.18,146.4
2015-09-28,14.83,47.8,0.6,0.18,147.7
2015-09-29,,59.3,0.72,,
2015-09-30,16.22,46.8,0.78,0.19,155.0
2015-10-01,16.17,44.5,0.48,0.2,139.3
2015-10-02,16.34,,0.44,0.2,145.8
2015-10-03,17.41,45.4,0.5,0.2,143.0
2015-10-04,13.32,44.2,0.73,0.19,145.4
2015-10-05,14.52,43.2,,0.19,142.8
2015-10-06,16.39,50.6,0.3,0.19,126.7
2015-10-07,15.41,45.0,0.56,0.17,145.2
2015-10-08,15.68,50.8,0.7,0.19,150.6
2015-10-09,14.19,45.4,0.61,,134.0
2015-10-10,15.51,46.5,,0.21,149.8
2015-10-11,16.06,49.3,0.52,0.18,150.4
2015-10-12,,42.9,0.65,0.2,149.9
2015-10-13,14.01,43.3,0.44,0.21,119.5
2015-10-14,16.28,43.7,0.63,0.2,158.7
2015-10-15,17.19,41.9,0.43,0.2,132.9
2015-10-16,15.63,40.1,0.42,0.2,132.0
2015-10-17,15.62,46.5,0.51,0.19,134.8
2015-10-18,14.63,47.9,0.71,0.21,138.9
2015-10-19,12.79,31.2,0.66,0.18,131.3
2015-10-20,17.04,42.3,,0.19,148.2
2015-10-21,18.52,48.6,0.75,0.21,161.2
2015-10-22,18.1,44.8,0.77,0.19,161.8
2015-10-23,15.79,43.3,0.56,0.19,141.5
2015-10-24,15.67,41.2,0.93,0.2,156.1
2015-10-25,15.95,44.7,0.77,0.21,160.7
2015-10-26,13.4,48.8,0.57,0.19,138.8
2015-10-27,15.04,40.4,0.73,0.19,139.7
2015-10-28,,47.5,0.66,0.21,146.9
2015-10-29,13.83,41.8,0.4,0.19,124.4
2015-10-30,13.19,54.0,0.67,0.2,148.9
2015-10-31,14.04,42.6,0.64,0.21,146.1
2015-11-01,18.6,45.1,0.58,,149.4
2015-11-02,15.3,,0.62,0.2,150.5
2015-11-03,16.79,44.5,0.53,0.19,142.3
2015-11-04,,,0.92,0.2,163.1
2015-11-05,14.15,41.1,0.35,0.19,
2015-11-06,14.93,44.1,0.58,0.2,138.1
2015-11-07,16.72,44.6,0.59,0.22,141.3
2015-11-08,14.97,40.2,0.91,0.19,160.2
2015-11-09,14.98,43.8,0.55,0.19,143.2
2015-11-10,16.18,37.1,0.3,0.2,122.6
2015-11-11,14.06,45.2,0.56,0.2,140.8
2015-11-12,18.0,43.0,0.69,0.19,144.9
2015-11-13,12.62,43.1,0.72,0.19,143.8
2015-11-14,16.01,49.2,0.65,0.21,146.4
2015-11-15,15.74,40.3,,0.18,162.5
2015-11-16,14.14,40.1,0.82,0.2,
2015-11-17,16.26,38.9,,,148.2
2015-11-18,17.09,40.4,0.82,0.19,144.7
2015-11-19,17.13,40.8,0.3,0.19,136.2
2015-11-20,14.59,43.7,0.84,0.21,155.0
2015-11-21,16.91,49.2,0.82,0.21,149.4
2015-11-22,18.83,42.9,0.51,0.19,146.9
2015-11-23,18.11,40.9,0.63,,137.2
2015-11-24,16.95,39.7,0.64,0.19,147.4
2015-11-25,17.91,40.3,0.63,0.19,145.2
2015-11-26,18.28,40.5,0.57,0.2,143.7
2015-11-27,18.91,32.5,0.58,0.2,144.2
2015-11-28,,42.0,0.41,0.21,141.3
2015-11-29,18.77,45.4,0.87,0.21,160.5
2015-11-30,17.28,41.5,0.5,0.2,131.7
2015-12-01,15.11,46.4,0.55,0.2,139.3
2015-12-02,16.94,38.8,0.75,0.2,145.8
2015-12-03,16.22,45.3,0.63,0.2,142.1
2015-12-04,12.84,49.0,0.39,0.2,123.9
2015-12-05,16.83,51.7,0.55,0.18,156.3
2015-12-06,18.43,,,0.2,153.1
2015-12-07,19.98,37.5,0.65,0.21,152.1
2015-12-08,17.41,36.3,,,134.8
2015-12-09,16.62,45.8,0.58,0.21,144.6
2015-12-10,16.68,41.4,0.47,0.18,
2015-12-11,17.0,41.1,0.74,0.21,154.2
2015-12-12,18.96,35.2,0.3,0.2,127.1
2015-12-13,22.34,,0.56,0.2,143.1
2015-12-14,18.97,49.1,0.61,0.2,155.4
2015-12-15,16.84,42.3,0.73,0.2,144.4
2015-12-16,15.8,32.8,0.83,0.21,155.0
2015-12-17,20.68,40.1,0.67,0.18,160.1
2015-12-18,,34.0,0.65,0.2,140.5
2015-12-19,19.07,45.4,0.54,0.22,139.2
2015-12-20,19.99,38.6,0.61,0.2,148.6
2015-12-21,21.86,45.8,0.65,0.19,162.7
2015-12-22,20.41,50.6,0.53,0.2,151.3
2015-12-23,19.53,40.2,0.59,0.21,142.6
2015-12-24,20.86,34.4,,0.2,146.9
2015-12-25,18.58,41.5,0.66,0.21,143.8
2015-12-26,19.48,45.5,0.31,0.19,141.5
2015-12-27,20.22,37.4,0.74,0.19,171.6
2015-12-28,21.21,37.6,0.37,0.18,141.1
2015-12-29,20.83,36.4,0.47,0.18,153.0
2015-12-30,20.68,47.4,0.6,0.2,152.3
2015-12-31,21.35,40.7,,0.2,153.8
2016-01-01,18.3,38.1,0.51,0.2,
2016-01-02,19.7,36.4,0.36,0.2,139.4
2016-01-03,20.59,39.6,0.56,,149.3
2016-01-04,20.21,34.5,0.52,0.2,142.6
2016-01-05,,41.2,,0.19,166.7
2016-01-06,22.82,41.0,0.55,0.2,153.4
2016-01-07,18.48,35.0,0.59,0.2,151.8
2016-01-08,17.56,36.1,0.88,0.2,158.7
2016-01-09,19.14,47.3,0.5,0.21,143.9
2016-01-10,21.28,33.5,0.9,0.22,168.7
2016-01-11,20.59,39.5,0.61,0.19,154.6
2016-01-12,21.89,40.7,0.64,0.19,164.1
2016-01-13,17.88,38.0,0.49,0.19,142.7
2016-01-14,21.73,45.7,,0.2,151.1
2016-01-15,20.66,41.3,0.63,0.2,149.5
2016-01-16,19.27,35.1,0.73,0.21,146.2
2016-01-17,21.63,40.2,0.58,0.2,143.8
2016-01-18,19.16,30.7,0.74,0.18,154.8
2016-01-19,22.79,38.3,0.57,0.19,145.6
2016-01-20,21.71,,0.7,0.2,167.3
2016-01-21,22.15,42.9,0.59,0.21,157.5
2016-01-22,22.68,39.7,0.59,0.21,162.6
2016-01-23,23.16,48.5,0.3,0.2,149.6
2016-01-24,24.06,42.0,0.58,0.2,152.5
2016-01-25,22.11,44.8,0.7,0.2,161.0
2016-01-26,22.23,35.7,0.78,,162.9
2016-01-27,24.89,51.5,0.66,0.21,158.8
2016-01-28,21.47,,0.64,0.19,154.6
2016-01-29,19.91,,0.69,0.2,149.0
2016-01-30,22.68,47.8,0.73,0.21,170.1
2016-01-31,24.96,48.8,0.3,0.18,149.2
2016-02-01,21.55,50.0,0.62,0.19,155.9
2016-02-02,21.91,39.9,0.58,0.2,
2016-02-03,25.37,37.9,,0.2,166.7
2016-02-04,25.43,48.4,0.45,0.21,160.2
2016-02-05,24.02,48.0,0.46,0.19,161.8
2016-02-06,22.66,,0.61,0.2,155.9
2016-02-07,25.05,37.7,0.71,0.21,154.4
2016-02-08,25.73,40.8,0.44,0.2,
2016-02-09,21.45,44.2,0.54,0.19,154.8
2016-02-10,23.54,45.5,0.52,0.19,160.3
2016-02-11,23.81,44.3,0.35,0.2,161.3
2016-02-12,23.06,49.6,0.69,0.2,153.0
2016-02-13,24.47,37.0,0.62,0.18,167.4
2016-02-14,22.93,43.6,0.56,0.2,155.8
2016-02-15,21.39,49.2,0.55,0.2,155.4
2016-02-16,24.21,49.9,0.96,0.2,177.9
2016-02-17,25.75,42.1,0.58,,162.7
2016-02-18,24.95,46.0,0.51,0.21,160.1
2016-02-19,22.06,37.0,0.46,0.21,
2016-02-20,24.44,38.6,0.39,0.22,141.2
2016-02-21,24.46,42.5,0.56,0.18,160.0
2016-02-22,23.69,44.5,0.95,0.18,
2016-02-23,24.04,46.0,0.64,0.2,167.5
2016-02-24,25.21,43.6,0.81,0.19,
2016-02-25,23.91,50.0,0.55,0.19,165.2
2016-02-26,26.26,39.8,0.55,0.2,161.0
2016-02-27,23.27,43.7,0.58,0.19,162.7
2016-02-28,23.57,49.1,0.31,0.18,157.3
2016-02-29,24.58,44.0,,0.2,153.3
2016-03-01,25.39,40.0,0.63,0.2,157.5
2016-03-02,24.96,37.9,0.8,0.21,167.7
2016-03-03,22.38,44.4,0.47,0.21,162.5
2016-03-04,23.16,42.5,0.75,0.19,169.2
2016-03-05,27.07,40.7,0.75,0.19,174.5
2016-03-06,23.38,34.2,0.42,0.17,142.5
2016-03-07,25.92,50.0,0.35,0.17,159.1
2016-03-08,25.21,38.9,0.56,0.2,158.0
2016-03-09,24.43,42.0,0.76,0.2,171.2
2016-03-10,24.17,42.7,0.67,0.2,160.5
2016-03-11,23.87,39.4,0.53,0.18,170.5
2016-03-12,24.86,50.1,0.3,0.2,152.2
2016-03-13,29.32,39.4,0.74,0.19,171.1
2016-03-14,23.91,43.4,0.64,0.19,157.4
2016-03-15,27.48,40.7,0.69,0.2,168.8
2016-03-16,25.67,43.0,0.74,0.2,172.1
2016-03-17,25.55,41.4,0.76,0.2,169.2
2016-03-18,25.7,,0.52,0.19,159.4
2016-03-19,24.42,47.0,0.45,0.19,151.7
2016-03-20,25.89,44.5,0.43,0.19,157.7
2016-03-21,25.31,49.8,0.65,0.2,161.3
2016-03-22,23.36,50.2,0.5,0.2,162.5
2016-03-23,25.34,41.3,0.74,0.2,172.8
2016-03-24,,43.9,0.69,0.18,175.0
2016-03-25,26.54,43.8,0.73,0.18,178.8
2016-03-26,24.66,51.4,0.65,0.19,173.5
2016-03-27,22.88,52.4,0.43,0.19,154.3
2016-03-28,27.52,49.4,0.44,,161.2
2016-03-29,25.39,50.8,,0.2,169.3
2016-03-30,26.09,49.2,0.75,0.2,175.4
2016-03-31,23.09,56.2,0.3,0.18,156.1
2016-04-01,23.25,43.8,0.42,0.2,141.9
2016-04-02,26.32,46.7,0.56,0.2,164.3
2016-04-03,27.04,46.3,0.43,0.18,163.1
2016-04-04,28.39,50.0,0.71,0.2,178.3
2016-04-05,24.6,51.0,,0.19,176.3
2016-04-06,21.32,49.4,0.54,0.19,162.0
2016-04-07,24.38,45.3,0.43,,159.0
2016-04-08,22.88,53.0,0.62,0.19,171.5
2016-04-09,25.82,47.6,0.65,0.2,178.2
2016-04-10,,46.9,0.45,0.19,160.1
2016-04-11,24.84,47.3,0.94,,174.3
2016-04-12,22.77,53.6,0.54,0.17,165.1
2016-04-13,24.41,50.6,0.59,0.18,165.2
2016-04-14,23.65,49.6,0.55,0.21,154.6
2016-04-15,21.4,57.1,0.65,0.2,168.8
2016-04-16,26.57,56.2,0.64,0.2,171.2
2016-04-17,23.83,44.4,0.35,0.19,148.1
2016-04-18,24.16,45.2,0.3,0.18,148.6
2016-04-19,24.85,49.8,0.56,0.2,167.1
2016-04-20,26.13,46.5,0.66,0.18,170.3
2016-04-21,25.7,53.4,0.41,0.19,157.0
2016-04-22,26.51,53.9,,0.2,186.0
2016-04-23,26.07,57.9,0.64,0.17,177.9
2016-04-24,22.96,46.2,0.74,0.19,173.5
2016-04-25,23.76,55.6,,0.2,173.8
2016-04-26,24.67,46.2,0.3,0.19,150.5
2016-04-27,25.99,52.8,0.81,0.21,183.2
2016-04-28,24.93,,0.68,0.19,164.6
2016-04-29,25.86,53.8,0.75,0.18,182.2
2016-04-30,23.26,55.4,0.86,0.2,178.4
2016-05-01,27.37,58.9,0.69,0.19,178.4
2016-05-02,23.14,61.3,0.67,0.17,176.4
2016-05-03,21.33,54.3,0.64,0.18,163.2
2016-05-04,20.57,65.1,0.42,0.2,144.7
2016-05-05,24.46,54.6,0.38,0.18,168.4
2016-05-06,27.1,56.9,0.65,0.2,
2016-05-07,23.59,,0.54,0.19,169.6
2016-05-08,23.44,52.9,0.6,0.18,166.5
2016-05-09,23.24,50.2,0.62,0.17,167.8
2016-05-10,24.76,59.1,0.5,0.17,177.4
2016-05-11,26.52,57.5,0.58,0.18,177.0
2016-05-12,25.93,49.2,0.76,0.18,178.7
2016-05-13,21.48,57.6,0.47,0.17,161.5
2016-05-14,21.57,57.4,0.65,0.2,164.3
2016-05-15,21.51,52.4,0.8,0.18,170.3
2016-05-16,23.73,56.0,0.56,0.18,176.3
2016-05-17,21.34,59.6,0.76,0.18,182.4
2016-05-18,23.55,59.9,0.52,,170.8
2016-05-19,24.02,60.2,0.58,0.2,164.9
2016-05-20,18.72,61.8,0.63,,170.8
2016-05-21,27.12,55.6,0.76,0.18,185.8
2016-05-22,23.0,59.7,,0.19,164.0
2016-05-23,22.82,54.4,0.7,0.19,166.0
2016-05-24,22.57,57.8,0.37,0.19,152.9
2016-05-25,23.73,65.0,,0.2,166.2
2016-05-26,22.76,55.4,0.36,,163.3
2016-05-27,23.66,54.2,0.62,0.18,158.5
2016-05-28,23.91,63.3,0.91,0.18,181.4
2016-05-29,21.34,65.5,0.77,0.19,174.1
2016-05-30,20.64,59.9,0.71,0.18,171.6
2016-05-31,21.27,61.3,0.7,0.19,172.7
2016-06-01,25.54,67.7,0.6,0.19,178.2
2016-06-02,23.27,65.6,0.34,0.16,165.8
2016-06-03,24.29,57.0,0.65,0.19,173.3
2016-06-04,20.97,61.2,0.49,0.18,
2016-06-05,20.33,57.8,0.53,0.16,171.8
2016-06-06,20.74,59.2,0.74,0.17,162.8
2016-06-07,20.86,63.1,0.56,0.17,169.0
2016-06-08,20.56,64.1,0.59,0.17,160.3
2016-06-09,21.89,,0.36,0.17,161.2
2016-06-10,19.86,74.6,0.34,0.18,159.5
2016-06-11,20.98,59.6,0.62,0.17,174.2
2016-06-12,22.66,57.4,0.51,0.17,161.9
2016-06-13,23.37,57.6,0.7,0.17,173.2
